1567441-4826 	 munkaterület
3510079-3606, 5631, 6416 	 borjúmagzat-vesesejt
3510080-5631 	 szarvasmarhasavó-összetevő
3510081-5631 	 laktóz-@és@peptontartalmú@pufferolt@oldat
3510082-5631 	 borjúvesehámsejt
3510083-5631 	 kazeint@és@szacharózt@tartalmazó@élesztőkivonat
3510084-5631 	 CSY-agar
3510085-5631 	 csirkeembrióból@kinyert@fibroblastsejtek
3510086-3606, 5631, 6416 	 ellenáramú@immunelektroforézis
3510087-5631 	 ciszteint@,@peptont@és@maltózt@tartalmazó@májkivonat
3510088-5631 	 CPLM-táptalaj
3510089-5631 	 DMEM@szövettenyésztő@tápfolyadék
3510090-5631 	 Earle-féle@élesztőkivonatos@laktalbumin
3510091-3606, 5631, 6811 	 EYL@pufferolt@sóoldat
3510092-5631 	 tojásfertőző@adag
3510093-5631 	 etilénglikol-tetraecetsav
3510094-5631 	 Evan@által@módosított@Tobie-féle@tápfolyadék
3510095-5631 	 báránymagzatvese
3510096-5631 	 báránymagzat-vesehámsejt@egyrétegű@tenyészete
3510097-5631 	 fluorescens@ellenanyag@vírusneutralizációja
3510098-5631 	 fluoreszcens@polarizációs@próba
3510099-3606 	 Hanks-oldat
3510100-5631 	 nagyszámú@tojáspasszázson@átment@vírus
3510101-5631 	 egyrétegű@szövettenyészetben@végrehajtott@immunperoxidáz-próba
3510102-2841, 3606 	 indirekt@fluoreszcens@ellenanyag-vizsgálat
3510103-5631 	 indirekt@immunfluoreszcens@próba
3510104-5631 	 indirekt@hemagglutináció
3510105-5631 	 nemzetközi@komplementkötési@egység
3510106-2841 	 nemzetközi@egység
3510107-5631 	 kisszámú@tojáspasszázson@átment@vírus
3510108-3606, 5631, 6416 	 induló@sejtkészlet
3510109-3606, 5631, 6416 	 átlagos@elpusztulási@idő
3510110-3606 	 median@fertőző@adag
3510111-5631 	 MEM@szövettenyésztő@folyadék
3510112-5631 	 passzív@hemagglutinációs@próba
3510113-5631 	 passzív@hemagglutináció
3510114-5631 	 fitohemagglutinin@próba
3510115-5631 	 perjódsavas@Schiff-reakció
3510116-3606, 5631, 6416 	 peroxidáz-antiperoxidáz@festés
3510117-3606, 5631, 6416 	 glükózos@foszfátpufferes@sóoldat
3510118-5631 	 plakkredukciós@próba
3510119-3606, 5631, 6416 	 a@pleuropneumonia@kórokozójához@hasonló@organizmus
3510120-5631 	 védő@adag
3510121-5631 	 gyors@szérum-agglutináció
3510122-5631 	 szövettenyészet-fertőző@adag
3510123-3606, 5631, 6416 	 háromféle@cukrot@tartalmazó@vasionoldat
3510124-3606, 5631, 6416 	 TSI@agar
3510125-5631 	 növekedésgátlási@próba
3510126-5631 	 chorioallantois-hártya
3510127-3606 	 sejtkárosító@hatás
3510129-2841, 5631 	 hemagglutináció-gátlás
3510130-5631 	 intravénás@patogenitási@index
3510131-3606, 5631, 6416 	 mikroszkópos@agglutinációs@próba
3510132-5631 	 neutralizációs@index
3510133-3606 	 foszfáttal@pufferolt@sóoldat
3510134-5631 	 vérsavóval@végrehajtott@agglutinációs@próba
3510135-3606 	 immunblot
3510137-5631 	 biológiai@biztonsági@létesítmény
3510138-5631 	 reziduális@élővírus
3510139-5631 	 pártaszél-elváltozás
3510140-5631 	 fel@nem@repedt@hólyag
3510141-5631 	 felrepedt@hólyag
3510142-5631 	 hámszövetből@vett@vizsgálati@anyag
3510143-5631 	 hámszövet
3510144-5631 	 nyelőcsőszonda-csésze
3510145-5631 	 tonsillaris@crypta
3510146-5631 	 sejttörmelék
3510147-5631 	 szopós@egér
3510148-5631 	 indirekt@szendvics-ELISA
3510149-3606 	 soklyukú@ELISA-lemez
3510150-5631 	 nyúl@anti-tengerimalac@savó
3510151-5631 	 szupernatans@folyadék
3510152-5631 	 nyúl@anti-tengerimalac@immunglobulin
3510153-5631 	 nyúl-antisavó
3510154-2841 	 molekuláris@járványtan
3510155-5631 	 a@próba@határértéke
3510156-5631 	 alacsony-titerű@álpozitív@reakció
3510157-5631 	 álpozitív@eredmény
3510158-5631 	 szövettenyésztésre@alkalmas@minőségű@,@lapos@fenekű@mikrotiter@lemez
3510159-5631 	 élesztőgomba@laktalbumin@hidrolizátum
3510160-3606, 6416, 6811 	 hepes@puffer
3510161-5631 	 rögzítőoldat
3510162-5631 	 festékoldat
3510163-2841 	 naiv@populáció
3510164-5631 	 genetikai@jellemzés
3510165-5631 	 antigénprofil-meghatározás
3510166-5631 	 vad@izolátum
3510167-5631 	 heterológ@vírus
3510168-5631 	 keresztreagáló@vakcina
3510169-5631 	 szerológiai@egyeztetés
3510170-5631 	 vakcina-antiszérum
3510171-2841, 3606 	 sakktáblatitrálás
3510172-5631 	 homológ@vakcinatörzs
3510173-5631 	 várható@védettség
3510174-5631 	 olajos@vakcina
3510175-5631 	 standard@hatóértékű@vakcina
3510177-5631 	 vélelmezett@vírustörzsanyag
3510178-5631 	 lipidburkú@vírus
3510179-5631 	 táptalaj
3510180-5631 	 áramlásos-ultrahangos@emulziókészítő@eszköz
3510181-5631 	 kettős@emulzió
3510182-5631 	 ártalmatlanság
3510183-5631 	 antigénterheltség
3510184-5631 	 SVD-vírus-antigén
3510185-5631 	 szabad@reagens
3510186-5631 	 elfogó@ellenanyag
3510187-5631 	 nyúl@hiperimmun@antisavó
3510188-5631 	 kiindulási@törzs
3510189-5631 	 elfogó@szérum
3510190-5631 	 szövettenyészetben@szaporított@vírusantigén
3510191-5631 	 monoklonális@ellenanyagra@alapozott@ELISA
3510192-2841 	 peroxidázzal@jelölt@Mab
3510193-5631 	 feltisztított@szuszpenzió
3510194-5631 	 feltisztított@epithelialis@szuszpenzió
3510195-5631 	 nested@RT-PCR
3510196-5631 	 kvantitatív@vírusneutralizációs@mikroteszt
3510197-2841, 3606 	 izotípus
3510198-5631 	 határeset@szérum(szint)
3510199-5631 	 sarokvánkos
3510200-5631 	 vírusneutralizáló@ellenanyag
3510201-5631 	 átmeneti@láz
3510202-5631 	 felületes@erózió
3510203-5631 	 idegrendszeri@tünet
3510204-5631 	 multifokális@szívizomgyulladás
3510205-5631 	 negatív@kontroll@savó
3510206-5631 	 malacok@választás@utáni@sorvadása
3510207-5631 	 sertések@dermatitisz@és@nefropátia@tünetegyüttese
3510208-5631 	 szövetközi@tüdőgyulladás
3510209-5631 	 multifokális@szövetközi@tüdőgyulladás
3510210-5631 	 fekélyesedés
3510211-5631 	 halál@utáni@vizsgálattal@felismert@károsodás
3510212-3606 	 alvadásgátolt@teljes@vér
3510213-5631 	 (meg)alvadt@vér
3510214-3606 	 makrofág@(@sejt@)
3510215-5631 	 magától@lebomlott@anyag
3510216-5631 	 nem@hemadszorbeáló@törzs
3510217-5631 	 vírusjellemzés
3510218-5631 	 légzőszervi@tünet
3510219-5631 	 (meg)duzzadt@nyirokcsomó
3510220-2841 	 kórjelző@értékű@jel
3510221-5631 	 intermittáló@láz
3510222-5631 	 transzplacentalis@fertőzés
3510223-5631 	 késői@beindulás
3510224-5631 	 diffúz@bőrvérzés
3510225-2841 	 szerológiai@reakció
3510226-5631 	 FITC-vel@összekapcsolt@ellenanyag
3510227-5631 	 kóros@elváltozás
3510228-5631 	 immunfestés
3510229-5631 	 replika
3510230-3606, 5631 	 genetikai@tipizálás
3510231-3606 	 DNS-fragmens
3510232-5631 	 genomszekvencia
3510233-2841, 3606, 5631 	 nem@alvadt@vér
3510234-5631 	 peroxidázos@neutralizáló@próba
3510235-5631 	 nem@kompetitív@ELISA
3510236-5631 	 RT-nested@PCR
3510238-5631 	 folyékony@fázisú@blokkoló@ELISA
3510239-5631 	 hemagglutinin-altípus
3510240-5631 	 neuraminidáz-altípus
3510241-5631 	 feltisztított@felülúszó
3510242-5631 	 primer/fluorogenic@hydrolysis@probe@system
3510243-3606 	 valós@idejű@egylépcsős@RT-PCR
3510244-5631 	 a@légzőszervek@részvétele
3510245-5631 	 mátrix@antigén
3510246-2841, 5631 	 rekombináns@élővektor-vakcina
3510247-2841, 56, 5631 	 indirekt@immunfluoreszcens@immunpróba
3510248-5631 	 oropharingealis@kenet
3510249-5631 	 tampon
3510250-5631 	 anti-egér@ellenanyag
3510251-5631 	 nyúl@anti-egér@immunglobulin
3510252-5631 	 konjugátumkontroll
3510253-5631 	 lyuk
3510254-5631, 6811 	 szonikál
3510255-5631 	 embrionált@tojás
3510257-5631 	 paraffinblokk
3510258-5631 	 standard@szérum
3510259-5631 	 magától@lebomlott@anyag
3510260-36 	 körvizsgálat
3510261-5631 	 kemilumineszcens@immunpróba
3510262-5631 	 mikrolemezes@kemilumineszcens@immunpróba
3510263-5631 	 szendvics@immunpróba
3510264-5631 	 konformációfüggő@immunpróba
3510265-5631 	 antigénelfogó@ELISA
3510266-5631 	 fluoreszceinnel@konjugált@antiglobulin
3510267-5631 	 genomujjlenyomat-@vizsgálat
3510268-6811 	 negatív@kontrollminta
3510269-6811 	 pozitív@kontrollminta
3510270-5631 	 epifluoreszcens@mikroszkóp
3510271-3606 	 DNS-kivonás
3510272-5631 	 oligopróba
3510273-5631 	 antigénfelvivő@puffer
3510274-3606 	 forward@primer
3510275-3606 	 reverz@primer
3510276-5631 	 mikroneutralizáció
3510277-5631 	 sejtpellet
3510278-5631 	 hibridóma@sejttenyészet@felülúszója
3510279-5631 	 precipitáló@antigén
3510280-5631 	 kettős@immundiffúziós@próba
3510281-5631 	 leszármazás
3510282-5631 	 virémiás@állat
3510283-5631 	 lapocka@előtti@nyirokcsomó
3510284-5631 	 formalinnal@tartósított@szövet
3510285-5631 	 kioltás
3510286-5631 	 homológ@vakcina
3510287-3606 	 patotípus
3510288-5631 	 viszcerotróp@velogén@törzs
3510289-5631 	 neurotróp@velogén@törzs
3510290-5631 	 mezogén@törzs
3510291-5631 	 lentogén@törzs
3510292-5631 	 tünetmentes@enteralis@törzs
3510293-5631 	 avirulens@törzs
3510294-3606, 6821 	 termocikler
3510295-3606 	 hibridizáció
3510296-5631 	 radio-immunpróba
3510297-5631 	 utánzó
3510298-5631 	 vizsgálati@felület
3510299-5631 	 bazofil@szemcse
3510300-5631 	 kontrasztfestés
3510301-5631 	 keresztagglutinációs@reakció
3510302-5631 	 tesztcsíkos@vizsgálat
3510303-5631 	 tágult@nyirokerek@a@tüdőben
3510304-5631 	 DNS-hibridizációs@elemzés
3510305-3606, 5631 	 formalinkezelt@,@klónozott@tenyészet
3510306-5631 	 genospecies
3510307-5631 	 óriássejt
3510308-5631 	 grid@sejttenyészet
3510309-5631 	 homológ@ráfertőzés
3510310-5631 	 immunkompromittált
3510311-5631 	 immun-elektronmikroszkópia
3510312-5631 	 mágneses@gyöngy
3510313-5631 	 marginális@véna
3510314-5631 	 PCR-módszeres@szaporítás
3510315-5631 	 pulzáló@mezejű@gélelektroforézis
3510316-5631 	 reziduális@vírusölő@anyag
3510317-5631 	 oltóvírus-menedzsment
3510318-5631 	 tünetmentes@(vírus)hordozó
3510319-5631 	 egyrétegű@sejttenyészet
3510320-5631 	 oltóvírustörzs
3510321-5631 	 egyetlen@reagáló@egyed
3510322-5631 	 garat@mögötti@nyirokcsomó
3510323-5631 	 leukopenia
3510324-2841, 5631 	 vírusneutralizációs@próba
3510326-5631 	 szentinelállat
3510327-5631 	 amplified@fragmens@hosszúságpolimorfizmus
3510328-5631 	 megerősítő@vizsgálat
3510329-5631 	 küszöbérték
3510330-2841, 5631 	 specificitás
3510331-5631 	 egyenértékűségi@vizsgálat
3510332-5631 	 házi@ellenőrzés
3510333-5631 	 folyamat@közbeni@ellenőrzés
3510334-3606 	 laboratóriumok@közötti@összehasonlítás
3510335-5631 	 nemzetközileg@elfogadott@standard@reagens
3510336-5631 	 egy@ország@területén@elfogadott@standard@reagens
3510337-2841 	 negatív@prediktív@érték
3510338-2841 	 pozitív@prediktív@érték
3510339-5631 	 előírt@vizsgálati@módszer
3510340-5631 	 termelő@tenyészet
3510341-3606 	 jártassági@vizsgálat
3510342-5631 	 referenciaállat
3510343-5631 	 referencialaboratórium
3510344-5631 	 relatív@érzékenység
3510345-5631 	 relatív@specificitás
3510346-5631 	 standard@reagens
3510347-5631 	 munkatenyészet
3510348-5631 	 munkastandard@reagens
3510349-5631 	 harmonizálás
3510350-5631 	 teljesítményjellemző
3510351-2841 	 képesség
3510352-5631 	 sterilitás
3510353-2841, 5631 	 szenzitivitás
3510354-5631 	 biztonság
3510384-5631 	 madárchlamydiosis
3510385-5631 	 madármycoplasmosis
3510386-5631 	 állatok@bunyavírus@okozta@betegsége
3510387-5631 	 kacsahepatitis
3510388-5631 	 anyajuhok@járványos@vetélése
3510389-5631 	 madárpasteurellosis
3510390-5631 	 csirkék@fehér@hasmenése
3510391-2841, 5631 	 Hendra@és@Nipah@vírusos@encephalitis
3510392-5631 	 lórühösség
3510393-5631 	 méhek@gyomorvésze
3510394-5631 	 juhok@chlamydiák@okozta@vetélése
3510395-5631 	 juh-mellékheregyulladás@(@Brucella@ovis@)
3510396-5631 	 sertéscysticercosis
3510397-5631 	 surra
3510398-5631 	 sertések@tescheni@betegsége
3510399-5631 	 trichomonosis
3510400-5631 	 méhek@Tropilaelaps-fertőzöttsége
3510402-5631 	 nyugati@ló-encephalomyelitis
3510403-5631 	 szarvasmarha-anaplasmosis
3510404-5631 	 szarvasmarha-babesiosis
3510405-5631 	 szarvasmarha@vírusos@hasmenése
3510406-5631 	 leishmaniosis
3510407-5631 	 juh-tüdőadenomatosis
3510408-5631 	 malacok@fertőző@gyomor-@és@bélgyulladása
3510409-5631 	 varroózis
3510423-08 	 az@incidensek@megelőzésére@és@a@reagálásra@szolgáló@mechanizmus
3510469-3206 	 kutatásalapú@tanulás
3510477-1011 	 nem@jogalkotási@tevékenység
3510478-1011 	 jogalkotási@tanácskozás
3510489-6811 	 olvadáspont-vizsgáló@mikroszkóp
3510490-6811 	 fűtőasztal@mikroszkróp
3510493-6811 	 fűtőasztalos@mikroszkópos@olvadáspont-vizsgáló@készülék
3510495-6811 	 optikailag@anizotróp@anyag
3510496-6811 	 meniszkusz@módszer
3510505-3206 	 tanulóközösség
3510506-3231, 4826 	 integrált@légiforgalmi@tájékoztató@csomag
3510513-2436, 4021, 4026 	 elfogadható@hibakockázat
3510514-1011 	 az@egyenjogúságon@alapuló@rotációs@rendszer
3510517-1011 	 nem@kizárólagos@hatáskör
3510520-3211 	 portfólióértékelés
3510521-3206 	 társértékelés
3510523-56, 7606 	 mezőgazdasági@termékek@minőségi@előírásaival@foglalkozó@munkacsoport
3510530-1011 	 az@emberi@méltóság@tiszteletben@tartása
3510537-6811 	 fémdugó
3510538-6811 	 autoóxidáció
3510542-6811 	 ebulliószkóp
3510543-6811 	 gőz-újrakondenzálódási@hőmérséklet
3510544-6811 	 leforrasztott@kapilláris
3510546-6811 	 endoterm@eltérés
3510548-6811 	 kifolyóvezeték
3510550-6811 	 olvadáspontmérő@kapilláris
3510551-6811 	 felhajtóerőn@alapuló@módszer
3510552-6811 	 hidrométer
3510553-6811 	 úszó@fajsúlymérő
3510554-6811 	 merülőtest-módszer
3510562-5216 	 baleseti@értesítési@és@operatív@iránymutatási@rendszer
3510568-6811 	 gáz-összehasonlítású@piknométer
3510572-6811 	 oszcillációs@sűrűségmérő
3510573-3231, 4826 	 repülés@előtti@információs@bulletin
3510582-5206, 5211 	 környezetbarát@infrastruktúra
3510596-04 	 bárónő
3510619-08, 1011 	 polgári@és@katonai@képesség
3510624-2416 	 vezető@hitelminősítő@elemző
3510626-2416 	 szabályozási@cél
3510631-2416 	 kapcsolatban@álló@harmadik@fél
3510637-2416 	 hitelminősítési@tevékenységek
3510664-16, 1606 	 exitstratégia
3510665-4826 	 légiforgalmi@szolgáltatás@és@léginavigációs@szolgálatok
3510679-1011 	 hatékony@jogvédelem
3510680-1011, 1016 	 uniós@jog
3510700-4811, 6411, 6821 	 lefékezettségi@tényező
3510703-4811, 6411 	 bemenő@féknyomaték@küszöbérték
3510705-4811, 6411 	 kimenő@féknyomaték
3510712-0416 	 főmegfigyelő
3510718-1011 	 uniós@jogszabályok
3510720-66 	 földgázpiaci@ENTSO
3510721-1006, 2811, 3236 	 eu-LISA
3510729-1016, 3226, 3236 	 digitális@egységes@piac
3510731-0406, 10 	 „@EU@2020@”@stratégia
3510753-4826 	 biztonsági@szempontból@fontos@személyek
3510754-1216 	 Európai@Rendőrségi@Nyilvántartási@Indexrendszer
3510760-2841, 4826 	 repülőorvosi@központ
3510783-3226 	 közösségi@média
3510803-4826 	 útvonalkitérő@megnövelt@hatótávolságú@üzemeltetésnél
3510804-0821 	 közös@helyzetismeret@és@konfliktusmentesítés
3510808-24 	 tőkeáttétellel@működő@alap
3510810-24 	 alapítvány
3510811-2416 	 szanálás
3510895-0421, 1006, 1011 	 sárga@és@narancssárga@lapos@eljárás
3510960-1011, 6811 	 megfelelőség@ellenőrzése
3511012-6411, 68 	 beépített@biztonság
3511013-16, 28, 64 	 a@2010@utáni@időszakra@szóló@lisszaboni@stratégia
3511014-1011, 6811 	 analitikai@módszer
3511020-1011, 6811 	 fiziko-kémiai@tulajdonságok
3511077-2421 	 az@európai@felügyeleti@hatóságok@vegyes@bizottsága
3511094-2416, 2431 	 belső@kontrollmechanizmus
3511109-3206 	 gyengén@teljesítő
3511115-2416 	 hitelminősítés@felülvizsgálata
3511127-28, 2826 	 globális@szociális@minimum
3511129-6811 	 bikapilláris@piknométer
3511130-6811 	 osztott@bikapilláris@piknométer
3511131-6811 	 kapilárissal@lezárt@piknométer
3511132-3606, 6811 	 izoteniszkóp
3511133-6811 	 gőznyomásmérleg
3511134-6811 	 tömegveszteség
3511136-6811 	 forgó@rotor
3511138-6821 	 köpeny-termoelem
3511139-6811 	 habzó@anyag
3511141-6811 	 felszálló@hűtött@csapda
3511144-6811 	 ultra-kriomat
3511145-3211 	 alapfokú@végzettség
3511146-16, 28 	 inkluzív@növekedés
3511150-3211 	 középfokú@végzettség
3511152-2441 	 még@lekötendő@eszközök
3511153-1016, 3226, 7626 	 az@Európai@Civil@Társadalom@Háza
3511154-6811 	 ionizációs@manométer
3511155-6811 	 impulzus
3511157-1606 	 alacsony@erőforrás-igényű@gazdaság
3511158-3606, 6811 	 turbomolekuláris@szivattyú
3511160-1021 	 fennmaradó@kifizetések
3511162-4806, 4816 	 Európai@Közúti@Biztonsági@Charta
3511163-6621 	 Eusectra
3511166-6811 	 telítőrendszer
3511167-6811 	 oszlop@kifolyóvezeték
3511169-6811 	 gázbuborékos@áramlásmérő
3511171-6811 	 forgórotoros@viszkoziméter
3511172-1006, 1016 	 uniós@küldöttség
3511173-6811, 6821 	 vezérlőtekercs
3511174-1006 	 Általános@Ügyek@Tanácsa
3511175-6811 	 gázok@okozta@súrlódás
3511176-3606 	 tangenciális@impulzusátviteli@együttható
3511177-0811, 10 	 rendkívüli@támogatási@intézkedés
3511178-0811, 10 	 átmeneti@intézkedési@program
3511179-6811 	 fázisátalakulás
3511183-6811 	 kemenceboltozat
3511194-5206 	 gyorsfinanszírozás
3511195-6811 	 fritt@buborékoltató
3511196-0421, 1006 	 helyi@asszisztens
3511201-6811 	 termikus@tömegáramlás-mérő
3511202-6811, 6821 	 vezérlőtekercs
3511204-1006, 5211 	 éghajlat-politikai@biztos
3511205-1006 	 az@uniós@belügyekért@felelős@biztos
3511206-1006 	 a@jogérvényesülésért@,@az@alapvető@jogokért@és@az@uniós@polgárságért@felelős@biztos
3511210-24, 4421 	 javadalmazási@bizottság
3511220-2416, 4421 	 túlzott@kockázatvállalás
3511222-24 	 kockázathoz@való@igazítás
3511229-2411, 2416 	 készpénz-helyettesítő@fizetési@eszköz
3511230-3606 	 film
3511231-6811 	 lemezöntéses@módszer
3511232-6811 	 kengyelmódszer
3511233-6811 	 gyűrűs@módszer
3511234-6811 	 vízoldékonyság
3511235-6811 	 oszlopelúciós@módszer
3511236-6811 	 lombikmódszer
3511237-6811, 6821 	 újrakeringtető@szivattyú
3511238-6811, 6821 	 kiegyenlítő@tartály
3511239-6811, 6821 	 membránszivattyú
3511241-6811 	 kolloid@anyag
3511242-6811 	 Tyndall-effektus
3511246-6811 	 telítési@plató
3511252-6811 	 mikrooszlop
3511261-6811 	 lombikrázásos@módszer
3511264-52 	 éghajlatbefolyásoló
3511271-6811 	 retenciós@faktor
3511277-2416 	 szabályos@felszámolás
3511285-2416 	 szanálási@eszköz
3511291-2416, 4006 	 irányítási@intézkedés
3511292-6811, 6821 	 pulzálásmentes@szivattyú
3511293-6811 	 semleges@szerves@anyagok
3511294-6811 	 holtidő
3511298-2416 	 kényszerű@átstrukturálás
3511302-10 	 a@legkülső@európai@régiók@fóruma
3511305-4826 	 geodéziai@referenciamodell
3511308-6811 	 mágikus@konstans
3511311-2011 	 Vámigazgatási@útmutató
3511312-1006 	 az@intézményközi@kapcsolatokért@és@az@igazgatásért@felelős@biztos
3511313-1006, 4006, 68 	 ipar-@és@vállalkozáspolitikai@biztos
3511314-1006, 3236 	 a@digitális@politikáért@felelős@biztos
3511315-1006 	 a@nemzetközi@együttműködésért@,@a@humanitárius@segítségnyújtásért@és@a@válságkezelésért@felelős@biztos
3511316-1006, 2826, 4406 	 a@foglalkoztatásért@,@a@szociális@ügyekért@és@a@társadalmi@összetartozásért@felelős@biztos
3511317-1006 	 a@bővítésért@és@az@európai@szomszédságpolitikáért@felelős@biztos
3511318-1006, 36, 6416 	 a@kutatásért@,@az@innovációért@és@a@tudományért@felelős@biztos
