84-1011 	 tagállami@hatáskör
3577696-1011, 1221 	 az@ügyben@részt@vevő@fél
3577697-1011, 1221 	 tanácselnök
3577698-1011, 1221 	 szóbeli@szakasz
3577699-1011, 1221 	 érdekelt@fél
3577700-1011, 1221 	 esküt@tesz
3577701-1011, 1221 	 mulasztási@eljárás
3577702-1011, 1221 	 fellebbező
3577703-1011, 1221 	 a@felek@szóbeli@előadásai
3577704-1011, 1221 	 ellenbizonyítás
3577705-1011, 1221 	 előzetes@döntéshozatali@eljárás
3577706-1011, 1221 	 a@keresetétől@vagy@a@kérelmétől@elálló@fél
3577707-1011, 1221 	 tanúvallomás
3577708-1011, 1221 	 lefoglalás
3577709-1011, 1221 	 előzetes@jelentés
3577710-1011, 1221 	 a@jogvita@rendezése
3577711-1011, 1221 	 pénzbírság
3577712-1011, 1221 	 visszavonja@a@meghozott@határozatot
3577713-1011, 1221 	 a@költségekről@szabad@mérlegelése@szerint@határoz
3577714-1011, 1221 	 az@ítélet@eredeti@példányát@lepecsételi
3577715-1011, 1221 	 segédelőadó
3577716-1011, 1221 	 az@iratokat@és@dokumentumokat@pecséttel@látja@el
3577717-1011, 1221 	 a@dokumentumok@átvétele
3577718-1011, 1221 	 a@keresetlevél@hiányainak@pótlása
3577719-1011, 1221 	 előzetes@döntéshozatalra@utalás
3577720-1011, 1221 	 sürgősségi@eljárásban@elbírálandó@előzetes@döntéshozatalra@utalás
3577721-1011, 1221 	 a@Bíróság@ülései
3577722-1011, 1221 	 jogalap@elfogadhatósága
3577723-1011, 1221 	 a@fellebbezés@elutasítása
3577724-1011, 1221 	 megosztja@a@költségeket
3577725-1011, 1221 	 a@tanú@esküje
3577726-1011, 1221 	 nyilvánvalóan@elutasítandó@kereset
3577727-1011, 1221 	 beavatkozási@kérelmet@elutasít
3577728-1011, 1221 	 az@ügyek@elosztása@a@tanácsok@között
3577729-1011, 1221 	 a@Bíróság@székhelye
3577730-1011, 1221 	 a@nyilvánvaló@pontatlanság@kijavítása
3577731-1011, 1221 	 az@ügy@elbírálásának@későbbre@halasztása
3577732-1011, 1221 	 a@tanácselnök@javaslata
3577733-1011, 1221 	 a@Bíróság@Határozatainak@Tára
3577734-1011, 1221 	 útiköltség@és@tartózkodási@költségek@megtérítése
3577735-1011, 1221 	 az@eljárás@folytatása
3577736-1011, 1221 	 a@határidő@meghosszabbítása
3577737-1011, 1221 	 a@költségek@megtérítése
3577738-1011, 1221 	 felperes
3577739-1011, 1221 	 a@másolat@elismervény@ellenében@történő@személyes@átadása
3577740-1011, 1221 	 előzetes@döntéshozatalra@előterjesztett@kérdés
3577741-1011, 1221 	 felülvizsgálat
3577742-1011, 1221 	 keresetlevél
3577743-1011, 1221 	 a@határozatképességhez@szükséges@számú@bíró
3577744-1011, 1221 	 a@nyelvhasználat@szabályai
3577745-1011, 1221 	 a@követelményeknek@meg@nem@felelő@keresetlevél
3577746-1011, 1221 	 az@ügy@törlése@a@nyilvántartásból
3577747-1011, 1221 	 kiegészítő@szabályzat
3577748-1011, 1221 	 eláll@a@keresetétől
3577749-1011, 1221 	 a@fellebbezés@visszavonása
3577750-1011, 1221 	 a@jogvita@egyezség@útján@történő@rendezése
3577751-1011, 1221 	 bíró@felmentése
3577752-1011, 1221 	 tárgyalásra@készített@jelentés
3577753-1011, 1221 	 szakvélemény
3577754-1011, 1221 	 eljárási@szabályzat
3577755-1011, 1221 	 hatályon@kívül@helyezést@követő@visszautalás
3577756-1011, 1221 	 egyezségre@jutnak@a@jogvita@megoldását@illetően
3577757-1011, 1221 	 előadó@bíró@jelentése
3577758-1011, 1221 	 N/A
3577759-1011, 1221 	 a@tanú@személyazonosságának@megállapítása
3577760-1011, 1221 	 maga@viseli@saját@költségeit
3577761-1011, 1221 	 felfüggeszti@a@végrehajtást
3577762-1011, 1221 	 a@végrehajtás@felfüggesztése@és@egyéb@ideiglenes@intézkedések
3577763-1011, 1221 	 az@eljárás@felfüggesztése
3577764-1011, 1221 	 a@határidők@felfüggesztése
3577765-1011, 1221 	 a@keresetlevél@kézbesítése@az@alperes@részére
3577766-1011, 1221 	 szabályszerűen@megidézett@tanú
3577767-1011, 1221 	 szabályszerű@kézbesítés
3577768-1011, 1221 	 hiteles@szöveg
3577769-1011, 1221 	 az@eljárással@kapcsolatos@kézbesítések
3577770-1011, 1221 	 harmadik@személy@jogorvoslata
3577771-1011, 1221 	 a@Bíróság@elnökének@felügyelete@alatt
3577772-1011, 1221 	 szavazási@forduló
3577773-1011, 1221 	 indokolt@végzéssel@határoz
3577774-1011, 1221 	 érdemi@kérdésekről@részben@rendelkezik
3577775-1011, 1221 	 a@beavatkozási@kérelemről@határoz
3577776-1011, 1221 	 késedelem@nélkül@megküld
3577777-1011, 1221 	 határoz@a@költségekről
3577778-1011, 1221 	 törvénykezési@szünet
3577779-1011, 1221 	 bizonyos@tények@tekintetében@tanúbizonyítás@lefolytatása
3577780-1011, 1221 	 általános@értekezlet
3577781-1011, 1221 	 névtelenséget@biztosít
3577782-1011, 1221 	 tárgyalás@,@amelyen@bizonyításfelvétel@történt
3577783-1011, 1221 	 közös@tárgyalás
3577784-1011, 1221 	 fellebbezés
3577785-1011, 1221 	 ítélkező@testület
3577786-1011, 1221 	 bírósághoz@fordul
3577787-1011, 1221 	 csatlakozó@fellebbezés
3577788-1011, 1221 	 tanácskozás
3577789-1011, 1221 	 értesítés
3577790-1011, 1221 	 tárgyalás
3577791-1011, 1221 	 felülvizsgálati@tanács
3577792-1011, 1221 	 előzetes@döntéshozatal@iránti@kérelem
3577793-1011, 1221 	 a@Bíróság@elnöke
3577794-1011, 1221 	 a@Bíróság@elnökhelyettese
3577795-1011, 1221 	 mellékletek@és@dokumentumok
3577796-1011, 1221 	 fél@helyett@történő@perbelépés
3577797-1011, 1221 	 bírák@tartózkodása
3577798-1011, 1221 	 bírák@kizárása
3577799-1011, 1221 	 ügy@átadása
3577800-1011, 1221 	 csatlakozó@kereset
3577801-1011, 1221 	 a@bíró@hivatalából@való@elmozdítása
3577802-1011, 1221 	 hamis@vallomás
3577805-1616 	 szervezés
3577806-1021, 1616 	 vezető@alap
3577807-2426 	 a@körforgásos@gazdaság@pénzügyi@támogató@platformja
3577808-5631, 6026 	 összetett@élelmiszer-készítmény
3577810-68 	 egykristályok@növesztése
3577811-4821 	 kikötői@megállás
3577813-1016, 2021 	 a@brexit@utáni@kapcsolatokról@szóló@megállapodás
3577822-5206, 6621 	 parametrikus@érték
3577823-1016, 2021 	 átmeneti@megállapodás
3577824-10 	 válási@pénz
3577825-1016 	 Hozzáférési@és@Haszonmegosztási@Bizottság
3577829-4826 	 elsődleges@repülésvezérlés-működtető@egység
3577831-10, 1016 	 brexitpárti
3577832-10, 1016 	 maradáspárti
3577835-2411 	 elektronikuspénz-kibocsátás
3577847-1006 	 az@„@elnökség@barátai@”@csoport@(@Európai@Védelmi@Alap@)
3577849-1006 	 az@„@elnökség@barátai@”@csoport@(@Európai@Hálózatfinanszírozási@Eszköz@)
3577854-1006 	 a@többéves@pénzügyi@kerettel@foglalkozó@ad@hoc@munkacsoport
3577858-1006 	 a@Szomszédsági@,@Fejlesztési@és@Nemzetközi@Együttműködési@Eszközzel@foglalkozó@ad@hoc@munkacsoport
3577865-2421 	 európai@bankközi@korrekciós@elszámolásokra@vonatkozó@iránymutatások
3577866-1231, 4821 	 kinevezési@okirat
3577893-1006 	 programbizottság
3577895-1006 	 félidei@tisztújítás
3577896-0406 	 lakossági@fórum
3577900-3236, 4816 	 összekapcsolt@és@automatizált@mobilitás
3577911-1006 	 mandátum@megszűnése
3577916-1616 	 területi@hatásvizsgálat
3577932-1021, 4026, 5606 	 csökkentés
3577934-10, 5641 	 uniós@halászflotta
3577937-5641 	 akvakultúrás@hajó
3577942-2841, 5631 	 járványügyi@helyzet
3577957-5631 	 jelentős@baromfifajok
3577961-5631 	 tenyésztéstechnikai@paraméter
3577986-4816 	 különleges@felépítményű@gépjármű
3577987-0431, 2811 	 ellenőrzött@központ
3577990-10 	 felkészülés@a@brexitre
3577991-10 	 felkészülési@értesítés
3577992-3236 	 hitelesítési@rendszer
3577996-1006 	 Intézményközi@Vizsgahivatal
3578001-1631 	 réteghibaarány
3578002-24 	 eredménymanipuláció
3578003-1006 	 csoportgyakorlat
3578004-2011 	 egyszerűsített@árutovábbítási@eljárás
3578010-2426 	 megfelelőségi@nyilatkozat
3578015-1011, 1016 	 főtárgyaló-helyettes
3578023-2006 	 ideiglenes@nyilvánosságra@hozatal
3578026-5216 	 ártalmatlanítástól@eltérített@hulladék@aránya
3578029-2841 	 mesenterialis@zsírszövet
3578031-5216 	 vegetűciótűz
3578034-6616 	 FAME-mentes@dízelolaj
3578035-2436, 4026 	 közszektorbeli@kombinációk
3578040-1631, 2436 	 túlzotthiány-eljárásban@teljesítendő@adatszolgáltatás
3578041-1631, 2436 	 adatszolgáltatási@táblázat
3578043-2446 	 az@adózási@átláthatóságról@szóló@csomag
3578046-28, 2841 	 az@egészségi@állapotot@meghatározó@társadalmi@tényezők
3578049-2816 	 anyai@halálozás
3578053-2831 	 Rendezők@Kéthete
3578054-2831 	 Karlovy@Vary-i@Nemzetközi@Filmfesztivál
3578055-2831 	 Giornate@degli@autori
3578056-2831 	 Viennale
3578057-2831 	 cannes-i@filmfesztivál
3578070-2426 	 AATIF
3578071-2841 	 paraszolvencia
3578074-2841 	 esetalapú@finanszírozás
3578076-6811 	 fenyőkátrány
3578077-5626 	 uniós@vizsgálatköteles@nemzárlati@károsító
3578083-6406, 6821 	 már@nem@gyártott@fogyasztási@cikk@tartalék@alkatrésze
3578084-3606 	 krómgalvanizálás
3578089-3226 	 virtuális@együttműködés
3578090-2826, 3206 	 ifjúsági@részvételi@tevékenység
3578093-1236, 2826 	 online@erőszak
3578106-10, 2016, 4031 	 érzékelhető@versenykorlátozás
3578126-1021 	 súlyos@hiányosság
3578128-1021, 1616 	 stratégiai@fontosságú@művelet
3578129-3206 	 a@koragyermekkori@nevelés@és@gondozás@minőségi@keretrendszere
3578135-0431, 10 	 európai@polgári@konzultáció
3578136-3206 	 oktatási@szegénység
3578143-2416, 2421 	 ügyvivő@vagyonfelügyelő
3578146-1021, 1616 	 végső@teljesítményjelentés
3578147-1021, 4021 	 adminisztratív@ellenőrzés
3578148-3206 	 szociális-érzelmi@tanulás
3578150-3206 	 játékalapú@tanulás
3578151-3231, 3236 	 adatvédelmi@csomag
3578153-1021, 2441 	 helyszíni@ellenőrzés
3578154-3211 	 Teacher@Academy
3578156-1021, 2426 	 InvestEU@program
3578159-1021, 2426 	 InvestEU@Alap
3578162-3236, 6826 	 effektív@bitszám
3578164-1606, 2411 	 reformtámogató@program
3578169-0811 	 Európai@Fenntartható@Fejlődési@Alap@Plusz
3578174-1016, 1021 	 csalás@elleni@uniós@program
3578175-2411, 2426 	 európai@beruházásstabilizáló@funkció
3578176-2431, 2841 	 szolgáltatások@tételes@elszámolása
3578179-16, 20 	 kereskedelmi@gravitációs@modell
3578183-2841 	 teljesítményalapú@finanszírozás
3578187-4811, 6821, 6826 	 elektromos@architektúra
3578188-2826, 3206, 4406 	 az@Európai@Szolidaritási@Testület@programja
3578189-2411 	 fedezeti@keretrendszer
3578193-1021, 6416 	 az@Európai@Atomenergia-közösségnek@az@Európai@horizont@kutatási@és@innovációs@keretprogramot@kiegészítő@kutatási@és@képzési@programja
3578194-1016, 3236 	 Digitális@Európa@program
3578195-10, 2446 	 az@adóügyi@együttműködést@szolgáló@„@Fiscalis@”@program
3578198-6816, 6831 	 gerincmagasság
3578202-1606, 2411 	 technikai@támogatási@eszköz
3578205-1016 	 az@egységes@piacra@,@a@kkv-k@versenyképességére@és@az@európai@statisztikákra@vonatkozó@program
3578210-1011 	 szubszidiaritási@táblázat
3578214-1011, 1226 	 ügyészi@kollégium
3578226-5631 	 zoonotikus@betegség
3578229-2841 	 Rift-völgyi@láz
3578231-5631 	 szarvasmarha-brucellózis-@,@B.@melitensis-@és@B.@suis-fertőzés
3578235-5631 	 Mycobacterium@tuberculosis@komplexszel@való@fertőzöttség
3578236-5631 	 veszettséggel@való@fertőzöttség
3578240-2811, 3236 	 felhasználóifiók-szolgáltatás
3578244-4416, 4826 	 fokozott@védelmi@háttérellenőrzés
3578245-4416, 4826 	 standard@védelmi@háttérellenőrzés
3578251-3606 	 csikófark-fajok
3578284-24, 7606 	 megfigyelői@hivatal
3578285-0431, 0806, 0821 	 a@Dáis@elleni@nemzetközi@koalíció@tagjainak@szűkebb@köre
3578287-1016, 6621 	 atomerőmű@leszerelését@segítő@támogatási@program
3578288-1011, 2006 	 versenytárgyalásos@eljárás
3578292-3221 	 adatgazdagítás
3578296-0811, 6621 	 a@Szomszédsági@,@Fejlesztési@és@Nemzetközi@Együttműködési@Eszköz@tevékenységeit@az@Euratom-Szerződés@alapján@kiegészítő@Európai@Nukleáris@Biztonsági@Eszköz
3578297-1606, 2421, 2426, 40 	 átvilágítás
3578300-20 	 származó@státusz@megszerzése
3578302-24 	 verés
3578304-1216 	 ágazati@stratégia
3578306-04, 0806, 12 	 megkötés
3578307-1006 	 SMART
3578317-0811, 2006 	 főtisztviselői@munkacsoport
3578326-3231, 3236 	 találat
3578498-2411, 2426 	 Stabilizációs@Támogatási@Alap
3578536-6811 	 fénypor
3578537-10, 6416 	 uniós@űrprogram
3578540-1021, 6416 	 az@Európai@horizont@program@végrehajtását@szolgáló@egyedi@program
3578541-0811, 10 	 programozható@támogatás
3578542-1021, 6621 	 a@litvániai@Ignalina@atomerőmű@leszerelését@segítő@támogatási@program
3578545-10, 2841, 3231 	 európai@rákinformációs@rendszer
3578546-0811, 1616 	 a@jogi@és@közigazgatási@akadályok@felszámolására@irányuló@mechanizmus
3578547-2841, 3606 	 a@hepatitis@világnapja
3578557-6821 	 berágódásállóság
3578566-6616, 6816, 6821 	 vezetékcső
3578572-1011, 1236, 2026, 2031 	 a@helyi@vevőkre@vonatkozókkal@azonos@feltételek@elve
3578583-3606, 5631 	 alacsony@patogenitású@madárinfluenza-vírus
3578586-1021, 6621 	 a@nukleáris@létesítmények@leszerelésére@és@a@radioaktív@hulladékok@kezelésére@irányuló@célzott@pénzügyi@program
3578593-7226 	 Shan@állam
3578597-3231, 3236, 6826 	 adattároló
3578601-5631, 5641 	 a@HPR-deletált@lazacanémia@vírusával@(@ISAV@)@való@fertőzöttség
3578604-5631 	 Salmonella@Pullorum-mal@,@S.@Gallinarum-mal@és@S.@arizonae-val@való@fertőzöttség
3578606-4406 	 időszakosan@munkanélküli@személy
3578607-4406 	 részlegesen@munkanélküli@személy
3578615-3231, 3606, 4821 	 műholdas@automatikus@azonosító@rendszer
3578619-3236 	 kétlépcsős@hitelesítés
3578622-0811, 1016 	 az@Európa@és@Ázsia@közötti@összeköttetésekre@vonatkozó@uniós@stratégia
3578639-0811, 1606, 7221 	 fenntartható@beruházásokra@és@munkahelyekre@irányuló@Afrika@–@Európa@szövetség
3578642-04, 10 	 chequersi@terv
3578644-1016 	 az@uniós@régiók@helyzete
3578645-0431, 1006 	 Gondolkodjunk@Európáról
3578646-0431 	 civil@párbeszéd
3578647-0811, 1006 	 Ukrajnával@foglalkozó@munkacsoport
3578659-0806, 5206 	 „@One@Planet@”@csúcstalálkozó
3578660-5641 	 félig@nyílt@vízi@vonóháló
3578661-1021, 5606 	 valódi@mezőgazdasági@termelő
3578662-1021, 5606 	 alapszintű@jövedelemtámogatás
3578663-1021, 5606 	 átcsoportosítással@nyújtható@jövedelemtámogatás
3578664-1021, 5606 	 fiatal@mezőgazdasági@termelők@részére@nyújtott@kiegészítő@jövedelemtámogatás
3578665-5626 	 növénytápláló@készítmény
3578667-1021, 5606 	 ökorendszer
3578668-1021, 5606 	 termeléstől@függő@jövedelemtámogatás
3578669-1021, 5606 	 termeléstől@függő@közvetlen@kifizetés
3578675-4416 	 műszaki@kontroll
3578702-6036 	 aromaanyag
3578711-3226 	 SKOS
3578719-5606 	 új@teljesítési@modell
3578725-3206, 3236 	 a@hatékony@tanulást@érintő@önértékelés
3578726-1016 	 brexittel@foglalkozó@irányítócsoport
3578729-5641 	 hobbihorgászat
3578730-1006, 1231 	 uniós@laissez-passer@CSCA
3578731-3226 	 etherneten@keresztüli@tápellátás
3578732-3226 	 PoE@tápfeladó
3578733-3226 	 aktív@PoE@tápfeladó
3578735-1021, 5606 	 tevékenységkezdési@támogatás
3578740-5606 	 nemzeti@KAP-hálózat
3578743-1021, 5606 	 célterv
3578744-1021, 5606 	 pénzügyi@terv
3578745-1021, 4026, 5606 	 teljesítmény@,@monitoring-@és@értékelési@keret
3578746-1021, 4026, 5606 	 teljesítményértékelés
3578748-1021, 5606 	 teljesítménybónusz
3578749-1021, 5606 	 kontextusmutató
3578751-1021, 5606 	 kérelemmentes@rendszer
3578752-1021, 4026, 5606 	 éves@teljesítményalapú@záróelszámolás
3578753-1021, 4026, 5606 	 éves@teljesítményjelentés
3578754-1021, 6621 	 Bohunice-program
3578755-1021, 6621 	 Kozloduj-program
3578764-12, 2426, 2811 	 befektetői@letelepedési@program
3578765-12, 2426, 2811 	 befektetői@állampolgársági@program
3578768-12 	 Legfőbb@Ügyészség
3578777-1211, 4006 	 a@hitelezői@érdekek@tiszteletben@tartásának@kritériuma
3578778-2841 	 fertőzöttség
3578784-1021, 4026, 5606 	 többéves@teljesítménymonitoring
3578785-5641 	 Európai@Tengerügyi@és@Halászati@Alap@Bizottsága
3578799-4821, 5641 	 tengeri@adatok
3578800-4821, 5641 	 tengerészeti@készségek
3578801-4821, 5641 	 óceánokkal@kapcsolatos@ismeretek
3578805-4821, 5641 	 tengeri@védelem@és@tengerfelügyelet
3578806-5641 	 produktív@akvakultúra-beruházás
3578807-5641 	 fenntartható@kék@gazdaság
3578811-2841 	 ötéves@túlélési@ráta
3578813-2841 	 katasztrófális@egészségügyi@kiadás
3578816-4821 	 belvízi@közlekedés
3578819-1211, 16 	 hitelezői@választmány
3578821-16 	 lokalizáció
3578822-1016 	 vak@brexit
3578824-2841 	 betegségteher
3578825-10, 1016 	 egyesült@királysági@állampolgár
3578827-0816, 0821 	 külföldi@hírszerző@hálózat
3578831-5641 	 lengőhálós@vonóháló
3578833-2841 	 referenciaárazási@rendszer
3578834-3206, 4406 	 nemzedékek@közötti@tanulás
3578850-2841 	 szakellátás
3578859-1236, 7606 	 isztambuli@elvek
3578865-0431 	 fenyegetettségi@helyzet
3578869-2841, 3606 	 Escherichia@coli
3578870-3606, 5211, 5641 	 barnamoszatok
3578874-0406, 1016, 1611 	 gazdasági@reformprogram
3578876-5206, 5641 	 CEFAS-hálórács
3578884-2446 	 az@adóteher@viselője
3578888-3606, 5211, 5641 	 sarki@tőkehal
3578889-44 	 foglalkoztatásra@vonatkozó@feltételek
3578890-1021, 4026, 5606 	 éves@teljesítmény-felülvizsgálat
3578892-5641 	 közös@alkalmazási@terv
3578893-3236, 6831 	 digitális@építészet
3578896-1006, 4426 	 Független@Etikai@Bizottság
3578899-52 	 a@fenntarthatóság@európai@díja
3578903-3606, 5211, 5641 	 nyílkalmár
3578910-1216, 3226 	 eltávolítási@végzés
3578912-2416, 2421 	 klíring-@és@elszámolási@mechanizmus
3578915-1016 	 norvég@példa
3578920-1021, 4026, 5606 	 időközi@értékelés
3578923-1021, 4026, 5606 	 kimeneti@mutató
3578925-1021, 4026, 5606 	 eredménymutató
3578927-2026 	 termékbiztonsági@bejelentő@modul
3578934-1021, 4026, 5606 	 hatásmutató
3578935-1021, 5606 	 szabályszerűségi@záróelszámolási@eljárás
3578937-5606 	 irányítási@rendszer
3578939-2426 	 a@zártkörű@kibocsátásra@vonatkozó@nemzeti@rendszer
3578944-5206 	 hajó-újrafeldolgozó@létesítmények@európai@jegyzéke
3578948-1016 	 ír@határkérdés
3578962-3606 	 űridőjárási@esemény
3578969-0821, 7606 	 az@ENSZ@Terrorizmus@Elleni@Hivatala
3578970-5621, 5626, 6006 	 agronómiai@hatékonyság
3578985-1236, 28, 3611 	 leszbikus@,@meleg@,@biszexuális@,@transznemű@,@interszexuális@és@queer
3578992-3226 	 tudásszervezési@rendszer
3579023-0431, 1006, 4426 	 az@Európai@Bizottság@tagjaira@vonatkozó@magatartási@kódex
3579024-6006, 6811 	 kaffeoil-kínasav
3579034-08 	 jubileumi@csúcstalálkozó
3579052-4821 	 ro-ro@teherhajó
3579076-0431, 10, 2826 	 Kapacitásépítés@a@roma@civil@társadalomban@és@szerepvállalásuk@megerősítése@a@romák@társadalmi@befogadását@célzó@nemzeti@stratégiák@ellenőrzésében
3579083-0821, 1006 	 kiberirányítási@testület
3579086-2841, 3606, 56, 6006 	 vörös@élesztőt@tartalmazó@rizs
3579100-0811 	 Afrika@vidéki@területeivel@foglalkozó@munkacsoport
3579106-2841, 6006 	 procianidol@oligomer
3579134-0821, 1016, 3236 	 virtuális@gyalkorlótér
3579140-4806, 4826 	 szállítmányvédelmi@nyilatkozat
3579141-2841, 6011 	 kérődzőkből@származó@termék
3579145-56, 5621 	 természtes@úton@törpésített@növény
3579159-6416 	 lajstromozás@alapján@oltalomban@részesülő@közösségi@formatervezési@minta
